hhid,tipo,tcuerda,p16a07a,p16a07b
4027.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,6.0,cuerda
4028.0,agricola,cuerda/tarea de 25 varas por lado,10.0,cuerda
4028.0,agricola,cuerda/tarea de 25 varas por lado,10.0,cuerda
4028.0,agricola,cuerda/tarea de 25 varas por lado,15.0,cuerda
4029.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,5.0,cuerda
4029.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,7.0,cuerda
4029.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
4030.0,agricola,cuerda/tarea de 25 varas por lado,10.0,cuerda
4030.0,agricola,cuerda/tarea de 25 varas por lado,10.0,cuerda
4030.0,agricola,cuerda/tarea de 25 varas por lado,10.0,cuerda
4031.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
4031.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,4.0,cuerda
4031.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,11.0,cuerda
4033.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
4034.0,agricola,cuerda/tarea de 25 varas por lado,10.0,cuerda
4035.0,agricola,cuerda/tarea de 25 varas por lado,9.0,cuerda
4035.0,agricola,cuerda/tarea de 25 varas por lado,5.0,cuerda
4035.0,agricola,cuerda/tarea de 25 varas por lado,6.0,cuerda
4036.0,agricola,cuerda/tarea de 25 varas por lado,4.0,cuerda
4036.0,agricola,cuerda/tarea de 25 varas por lado,15.0,cuerda
4036.0,agricola,cuerda/tarea de 25 varas por lado,20.0,cuerda
4037.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,5.0,cuerda
4037.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,3.0,cuerda
4037.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,cuerda
4038.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,17.0,cuerda
4039.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,40.0,cuerda
4040.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
4040.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,12.0,cuerda
4040.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,5.0,cuerda
4041.0,agricola,cuerda/tarea de 25 varas por lado,2.0,cuerda
4042.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,3.0,cuerda
4042.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
4043.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,3.0,cuerda
4043.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,8.0,cuerda
4043.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,12.0,cuerda
4043.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,3.0,cuerda
4044.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,20.0,cuerda
4045.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,8.0,cuerda
4046.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,5.0,cuerda
4047.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,1.5,cuerda
4049.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,cuerda
4050.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,250.0,cuerda
4050.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,30.0,cuerda
4051.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
4051.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,12.0,cuerda
4052.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,cuerda
4053.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,6.0,cuerda
4054.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
4055.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
4056.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,15.0,cuerda
4057.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,3.0,cuerda
4058.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,7.0,cuerda
4058.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,15.0,cuerda
4058.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,4.0,cuerda
4058.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,1.0,cuerda
4060.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,6.0,cuerda
4060.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,3.0,cuerda
4060.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,3.0,cuerda
4062.0,agricola,cuerda/tarea de 25 varas por lado,4.0,cuerda
4062.0,agricola,cuerda/tarea de 25 varas por lado,3.0,cuerda
4062.0,agricola,cuerda/tarea de 25 varas por lado,15.0,cuerda
4063.0,agricola,cuerda/tarea de 25 varas por lado,10.0,cuerda
4063.0,agricola,cuerda/tarea de 25 varas por lado,6.0,cuerda
4065.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,cuerda
4066.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,5.0,cuerda
4066.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.5,cuerda
4066.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,5.0,cuerda
4067.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,20.0,cuerda
4067.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
4068.0,agricola,cuerda/tarea de 25 varas por lado,8.0,cuerda
4068.0,agricola,cuerda/tarea de 25 varas por lado,7.0,cuerda
4070.0,agricola,cuerda/tarea de 25 varas por lado,6.0,cuerda
4071.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,8.0,cuerda
4071.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,6.0,cuerda
4072.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,3.0,cuerda
4072.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,1.0,cuerda
4072.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,6.0,cuerda
4072.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,1.0,cuerda
4073.0,agricola,cuerda/tarea de 25 varas por lado,10.0,cuerda
4074.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,7.0,cuerda
4074.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,20.0,cuerda
4074.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,15.0,cuerda
4074.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,40.0,cuerda
4075.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,1.0,cuerda
4075.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,5.0,cuerda
4076.0,agricola,cuerda/tarea de 25 varas por lado,5.0,cuerda
4076.0,agricola,cuerda/tarea de 25 varas por lado,6.0,cuerda
4076.0,agricola,cuerda/tarea de 25 varas por lado,1.0,cuerda
4076.0,agricola,cuerda/tarea de 25 varas por lado,2.0,cuerda
4077.0,agricola,cuerda/tarea de 25 varas por lado,10000.0,cuerda
4080.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,20.0,cuerda
4081.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
4083.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,25.0,cuerda
4084.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,40.0,cuerda
4088.0,agricola,cuerda/tarea de 25 varas por lado,45.0,cuerda
4091.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,3.0,cuerda
4091.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
4092.0,agricola,cuerda/tarea de 25 varas por lado,50.0,cuerda
4093.0,agricola,cuerda/tarea de 25 varas por lado,12.0,cuerda
4094.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,300.0,cuerda
4096.0,agricola,cuerda/tarea de 25 varas por lado,15.0,cuerda
4097.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,16.0,cuerda
4097.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,4.0,cuerda
4098.0,agricola,cuerda/tarea de 25 varas por lado,10.0,cuerda
4099.0,agricola,cuerda/tarea de 25 varas por lado,10.0,cuerda
4100.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,25.0,cuerda
4103.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,25.0,cuerda
4104.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,3.0,cuerda
4104.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,12.0,cuerda
4105.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,7.5,cuerda
4106.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,25.0,cuerda
4106.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,15.0,cuerda
4107.0,agricola,cuerda/tarea de 25 varas por lado,100.0,cuerda
4108.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,5.0,cuerda
4110.0,agricola,cuerda/tarea de 25 varas por lado,55.0,cuerda
4110.0,agricola,cuerda/tarea de 25 varas por lado,10.0,cuerda
4111.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
4112.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
4112.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,17.0,cuerda
4113.0,agricola,cuerda/tarea de 25 varas por lado,12.0,cuerda
4113.0,agricola,cuerda/tarea de 25 varas por lado,13.0,cuerda
4114.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,120.0,cuerda
4114.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,30.0,cuerda
4115.0,agricola,cuerda/tarea de 25 varas por lado,6.0,cuerda
4117.0,agricola,cuerda/tarea de 25 varas por lado,15.0,cuerda
4119.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,16.0,cuerda
4120.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,21.0,cuerda
4121.0,agricola,cuerda/tarea de 25 varas por lado,6.0,cuerda
4125.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,25.0,cuerda
4128.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,20.0,cuerda
4129.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
4129.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,7.0,cuerda
4130.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
4130.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
4131.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,18.0,cuerda
4131.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,15.0,cuerda
4133.0,agricola,cuerda/tarea de 25 varas por lado,40.0,cuerda
4134.0,agricola,cuerda/tarea de 25 varas por lado,100.0,cuerda
4135.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
4135.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
4135.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
4137.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,8.0,cuerda
4138.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,40.0,cuerda
4139.0,agricola,cuerda/tarea de 25 varas por lado,3.0,cuerda
4140.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,5.0,cuerda
4141.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,11.0,cuerda
4142.0,agricola,cuerda/tarea de 25 varas por lado,3.0,cuerda
4143.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,5.0,cuerda
4144.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,5.0,cuerda
4144.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,cuerda
4144.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
4145.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,9.0,cuerda
4145.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
4146.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,16.0,cuerda
4146.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,17.0,cuerda
4147.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,6.0,cuerda
4147.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,5.0,cuerda
4149.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,30.0,cuerda
4150.0,agricola,cuerda/tarea de 25 varas por lado,20.0,cuerda
4151.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,40.0,cuerda
4152.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,50.0,cuerda
4153.0,agricola,cuerda/tarea de 25 varas por lado,10.0,cuerda
4154.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,5.0,cuerda
4154.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,12.0,cuerda
4154.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,15.0,cuerda
4155.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,cuerda
4155.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,6.0,cuerda
4155.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,4.0,cuerda
4156.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,1.0,cuerda
4156.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,50.0,cuerda
4157.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,5.0,cuerda
4158.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,5.0,cuerda
4158.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,15.0,cuerda
4159.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,18.0,cuerda
4159.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,30.0,cuerda
4160.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,20.0,cuerda
4160.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
4160.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,15.0,cuerda
4161.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,4.0,cuerda
4161.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,8.0,cuerda
4162.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,18.0,cuerda
4162.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,30.0,cuerda
4163.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,15.0,cuerda
4163.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,4.0,cuerda
4164.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,30.0,cuerda
4165.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,40.0,cuerda
4165.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,60.0,cuerda
4165.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,6.0,cuerda
4165.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,5.0,cuerda
4166.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,20.0,cuerda
4166.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,200.0,cuerda
4167.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
4168.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,35.0,cuerda
4169.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,15.0,cuerda
4170.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,60.0,cuerda
4170.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,cuerda
4171.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,5.0,cuerda
4172.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,5.0,cuerda
4173.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
4173.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,20.0,cuerda
4173.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,8.0,cuerda
4173.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,28.0,cuerda
4174.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,3.0,cuerda
4175.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,20.0,cuerda
4175.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
4176.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,8.0,cuerda
4177.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,5.0,cuerda
4178.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,30.0,cuerda
4179.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,14.0,cuerda
4180.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,30.0,cuerda
4181.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,7.0,cuerda
4181.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,8.0,cuerda
4182.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,15.0,cuerda
4183.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,9.0,cuerda
4184.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,15.0,cuerda
4185.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,7.0,cuerda
4186.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,20.0,cuerda
4187.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,12.0,cuerda
4188.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,23.0,cuerda
4193.0,agricola,cuerda/tarea de 25 varas por lado,10.0,cuerda
4194.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,6.0,cuerda
4195.0,agricola,cuerda/tarea de 25 varas por lado,8.0,cuerda
4195.0,agricola,cuerda/tarea de 25 varas por lado,7.0,cuerda
4196.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,5.0,cuerda
4197.0,agricola,cuerda/tarea de 25 varas por lado,15.0,cuerda
4198.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
4199.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,20.0,cuerda
4202.0,agricola,cuerda/tarea de 25 varas por lado,2.0,cuerda
4203.0,agricola,cuerda/tarea de 25 varas por lado,4.0,cuerda
4204.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,8.0,cuerda
4205.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,5.0,cuerda
4206.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,6.0,cuerda
4206.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,cuerda
4207.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,28.0,cuerda
4210.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,400.0,cuerda
4210.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,45.0,cuerda
4211.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,25.0,cuerda
4211.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,6.0,cuerda
4213.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,15.0,cuerda
4214.0,agricola,cuerda/tarea de 25 varas por lado,8.0,cuerda
4214.0,agricola,cuerda/tarea de 25 varas por lado,2.0,cuerda
4216.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,8.0,cuerda
4216.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
4216.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,cuerda
4217.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,15.0,cuerda
4217.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
4217.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,12.0,cuerda
4217.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,3.0,cuerda
4218.0,agricola,cuerda/tarea de 25 varas por lado,5.0,cuerda
4218.0,agricola,cuerda/tarea de 25 varas por lado,3.0,cuerda
4219.0,agricola,cuerda/tarea de 25 varas por lado,3.0,cuerda
4219.0,agricola,cuerda/tarea de 25 varas por lado,5.0,cuerda
4220.0,agricola,cuerda/tarea de 25 varas por lado,20.0,cuerda
4221.0,agricola,cuerda/tarea de 25 varas por lado,4.0,cuerda
4221.0,agricola,cuerda/tarea de 25 varas por lado,50.0,cuerda
4223.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,35.0,cuerda
4225.0,agricola,cuerda/tarea de 25 varas por lado,25.0,cuerda
4227.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,8.0,cuerda
4228.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,40.0,cuerda
4229.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,12.0,cuerda
4230.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,1.0,cuerda
4231.0,agricola,cuerda/tarea de 25 varas por lado,5.0,cuerda
4232.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
4233.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
4234.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,30.0,cuerda
4235.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,6.0,cuerda
4236.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,4.0,cuerda
4237.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,65.0,cuerda
4238.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,manzana
4239.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,1.0,manzana
4240.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,7.0,cuerda
4240.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,9.0,cuerda
4241.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,75.0,cuerda
4242.0,agricola,cuerda/tarea de 25 varas por lado,12.0,cuerda
4243.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,15.0,cuerda
4245.0,agricola,cuerda/tarea de 25 varas por lado,5.0,cuerda
4246.0,agricola,cuerda/tarea de 25 varas por lado,10.0,cuerda
4247.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
4248.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,200.0,cuerda
4249.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,150.0,cuerda
4250.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,3.0,cuerda
4251.0,agricola,cuerda/tarea de 25 varas por lado,5.0,cuerda
4252.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,20.0,cuerda
4252.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
4253.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,5.0,cuerda
4254.0,agricola,cuerda/tarea de 25 varas por lado,18.0,cuerda
4255.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,5.0,cuerda
4257.0,agricola,cuerda/tarea de 25 varas por lado,2.0,cuerda
4258.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,4.0,cuerda
4259.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,4.0,cuerda
4260.0,agricola,cuerda/tarea de 25 varas por lado,7.0,cuerda
4261.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
4262.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,13.0,cuerda
4263.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,40.0,cuerda
4264.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,20.0,cuerda
4266.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,30.0,cuerda
4267.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,20.0,cuerda
4268.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,30.0,cuerda
4269.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
4269.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
4270.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,12.0,cuerda
4271.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
4272.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,80.0,cuerda
4273.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,20.0,cuerda
4274.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,25.0,cuerda
4275.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,15.0,cuerda
4276.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,300.0,cuerda
4277.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,20.0,cuerda
4278.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,5.0,cuerda
4279.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,15.0,cuerda
4280.0,agricola,cuerda/tarea de 25 varas por lado,20.0,cuerda
4282.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
4283.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,50.0,cuerda
4284.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
4285.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
4286.0,agricola,cuerda/tarea de 25 varas por lado,15.0,cuerda
4286.0,agricola,cuerda/tarea de 25 varas por lado,5.0,cuerda
4286.0,agricola,cuerda/tarea de 25 varas por lado,5.0,cuerda
4287.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,15.0,cuerda
4287.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,15.0,cuerda
