depto,mupio,sector,hhid,upm2,agreg3
suchitepequez,14.0,7.0,3287.0,10141007.0,2216.057861328125
suchitepequez,14.0,7.0,3288.0,10141007.0,3631.05126953125
suchitepequez,14.0,7.0,3289.0,10141007.0,2377.51953125
suchitepequez,14.0,7.0,3290.0,10141007.0,4516.375
suchitepequez,14.0,7.0,3291.0,10141007.0,6613.2060546875
suchitepequez,14.0,7.0,3292.0,10141007.0,3235.065185546875
suchitepequez,14.0,16.0,3293.0,10142016.0,4385.04052734375
suchitepequez,14.0,16.0,3294.0,10142016.0,4406.18408203125
suchitepequez,14.0,16.0,3295.0,10142016.0,5168.85302734375
suchitepequez,14.0,16.0,3296.0,10142016.0,3322.83642578125
suchitepequez,14.0,16.0,3297.0,10142016.0,6489.39892578125
suchitepequez,14.0,16.0,3298.0,10142016.0,15298.220703125
suchitepequez,14.0,16.0,3299.0,10142016.0,6576.23486328125
suchitepequez,14.0,16.0,3300.0,10142016.0,3796.686279296875
suchitepequez,14.0,16.0,3301.0,10142016.0,5990.68896484375
suchitepequez,14.0,16.0,3302.0,10142016.0,2004.853515625
suchitepequez,14.0,27.0,3303.0,10142027.0,3461.480712890625
suchitepequez,14.0,27.0,3304.0,10142027.0,4588.27197265625
suchitepequez,14.0,27.0,3305.0,10142027.0,5347.5390625
suchitepequez,14.0,27.0,3306.0,10142027.0,1109.0975341796875
suchitepequez,14.0,27.0,3307.0,10142027.0,4205.9208984375
suchitepequez,14.0,27.0,3308.0,10142027.0,4337.0498046875
suchitepequez,14.0,27.0,3309.0,10142027.0,1720.0184326171875
suchitepequez,14.0,27.0,3310.0,10142027.0,3855.0087890625
suchitepequez,14.0,27.0,3311.0,10142027.0,5492.322265625
suchitepequez,14.0,27.0,3312.0,10142027.0,2635.007080078125
suchitepequez,14.0,27.0,3313.0,10142027.0,6489.28076171875
suchitepequez,17.0,6.0,3314.0,10172006.0,2141.738037109375
suchitepequez,17.0,6.0,3315.0,10172006.0,1275.6884765625
suchitepequez,17.0,6.0,3316.0,10172006.0,2722.28076171875
suchitepequez,17.0,6.0,3317.0,10172006.0,3306.18310546875
suchitepequez,17.0,6.0,3318.0,10172006.0,2261.067626953125
suchitepequez,17.0,6.0,3319.0,10172006.0,2605.718017578125
suchitepequez,17.0,6.0,3320.0,10172006.0,3013.5029296875
suchitepequez,17.0,6.0,3321.0,10172006.0,2950.39892578125
suchitepequez,17.0,6.0,3322.0,10172006.0,1624.081787109375
suchitepequez,17.0,6.0,3323.0,10172006.0,2936.06005859375
suchitepequez,17.0,6.0,3324.0,10172006.0,1608.7586669921875
suchitepequez,17.0,6.0,3325.0,10172006.0,2215.126708984375
suchitepequez,17.0,6.0,3326.0,10172006.0,3111.172119140625
suchitepequez,20.0,3.0,3327.0,10201003.0,4156.81640625
suchitepequez,20.0,3.0,3328.0,10201003.0,6024.6611328125
suchitepequez,20.0,3.0,3329.0,10201003.0,10211.990234375
suchitepequez,20.0,3.0,3330.0,10201003.0,6061.34033203125
suchitepequez,20.0,3.0,3331.0,10201003.0,7241.60400390625
suchitepequez,20.0,3.0,3332.0,10201003.0,6974.44921875
suchitepequez,20.0,3.0,3333.0,10201003.0,4465.02783203125
suchitepequez,20.0,3.0,3334.0,10201003.0,4128.15087890625
suchitepequez,20.0,3.0,3335.0,10201003.0,9620.9501953125
suchitepequez,20.0,3.0,3336.0,10201003.0,5058.64013671875
suchitepequez,20.0,3.0,3337.0,10201003.0,3930.812744140625
retalhuleu,1.0,2.0,3338.0,11011002.0,5155.31396484375
retalhuleu,1.0,2.0,3339.0,11011002.0,13389.349609375
retalhuleu,1.0,2.0,3340.0,11011002.0,18226.099609375
retalhuleu,1.0,2.0,3341.0,11011002.0,10646.08203125
retalhuleu,1.0,2.0,3342.0,11011002.0,10902.607421875
retalhuleu,1.0,2.0,3343.0,11011002.0,46824.20703125
retalhuleu,1.0,2.0,3344.0,11011002.0,9188.4130859375
retalhuleu,1.0,2.0,3345.0,11011002.0,53962.56640625
retalhuleu,1.0,57.0,3346.0,11012057.0,2811.256591796875
retalhuleu,1.0,57.0,3347.0,11012057.0,13289.9814453125
retalhuleu,1.0,57.0,3348.0,11012057.0,4222.23974609375
retalhuleu,1.0,57.0,3349.0,11012057.0,4630.166015625
retalhuleu,1.0,57.0,3350.0,11012057.0,7940.22509765625
retalhuleu,1.0,57.0,3351.0,11012057.0,7676.57275390625
retalhuleu,1.0,57.0,3352.0,11012057.0,4635.669921875
retalhuleu,1.0,57.0,3353.0,11012057.0,4411.04052734375
retalhuleu,1.0,57.0,3354.0,11012057.0,3337.6201171875
retalhuleu,1.0,57.0,3355.0,11012057.0,7124.3271484375
retalhuleu,1.0,57.0,3356.0,11012057.0,3007.99755859375
retalhuleu,1.0,57.0,3357.0,11012057.0,10988.1513671875
retalhuleu,1.0,57.0,3358.0,11012057.0,4920.5166015625
retalhuleu,2.0,5.0,3359.0,11021005.0,6781.8798828125
retalhuleu,2.0,5.0,3360.0,11021005.0,6612.51953125
retalhuleu,2.0,5.0,3361.0,11021005.0,9686.0869140625
retalhuleu,2.0,5.0,3362.0,11021005.0,9132.5556640625
retalhuleu,2.0,5.0,3363.0,11021005.0,6388.14599609375
retalhuleu,8.0,1.0,3364.0,11081001.0,8625.7607421875
retalhuleu,8.0,1.0,3365.0,11081001.0,29370.390625
retalhuleu,8.0,1.0,3366.0,11081001.0,3980.822021484375
retalhuleu,8.0,1.0,3367.0,11081001.0,4407.75830078125
retalhuleu,8.0,1.0,3368.0,11081001.0,14910.068359375
retalhuleu,8.0,1.0,3369.0,11081001.0,3945.21435546875
retalhuleu,8.0,1.0,3370.0,11081001.0,5870.798828125
retalhuleu,8.0,1.0,3371.0,11081001.0,19824.66015625
retalhuleu,8.0,1.0,3372.0,11081001.0,5342.67578125
retalhuleu,8.0,1.0,3373.0,11081001.0,21379.771484375
retalhuleu,8.0,1.0,3374.0,11081001.0,20181.08203125
retalhuleu,8.0,1.0,3375.0,11081001.0,6927.3935546875
retalhuleu,8.0,1.0,3376.0,11081001.0,5301.29638671875
retalhuleu,9.0,6.0,3377.0,11092006.0,3087.457763671875
retalhuleu,9.0,6.0,3378.0,11092006.0,4724.740234375
retalhuleu,9.0,6.0,3379.0,11092006.0,3470.122314453125
retalhuleu,9.0,6.0,3380.0,11092006.0,1469.87646484375
retalhuleu,9.0,6.0,3381.0,11092006.0,1728.7783203125
retalhuleu,9.0,6.0,3382.0,11092006.0,2191.7001953125
retalhuleu,9.0,6.0,3383.0,11092006.0,1331.1361083984375
retalhuleu,9.0,6.0,3384.0,11092006.0,2234.87060546875
retalhuleu,9.0,6.0,3385.0,11092006.0,1802.241943359375
retalhuleu,9.0,6.0,3386.0,11092006.0,3179.425048828125
retalhuleu,9.0,8.0,3387.0,11092008.0,3813.395263671875
retalhuleu,9.0,8.0,3388.0,11092008.0,3381.1103515625
retalhuleu,9.0,8.0,3389.0,11092008.0,2801.953125
retalhuleu,9.0,8.0,3390.0,11092008.0,1427.8775634765625
retalhuleu,9.0,8.0,3391.0,11092008.0,10043.3525390625
retalhuleu,9.0,8.0,3392.0,11092008.0,10185.5810546875
retalhuleu,9.0,8.0,3393.0,11092008.0,2179.677490234375
san marcos,1.0,8.0,3394.0,12011008.0,8378.57421875
san marcos,1.0,8.0,3395.0,12011008.0,8133.77294921875
san marcos,1.0,8.0,3396.0,12011008.0,18030.37109375
san marcos,1.0,8.0,3397.0,12011008.0,5068.923828125
san marcos,1.0,8.0,3398.0,12011008.0,5815.86279296875
san marcos,1.0,8.0,3399.0,12011008.0,9971.8134765625
san marcos,1.0,8.0,3400.0,12011008.0,5554.037109375
san marcos,1.0,8.0,3401.0,12011008.0,15425.7744140625
san marcos,1.0,8.0,3402.0,12011008.0,8408.84375
san marcos,1.0,8.0,3403.0,12011008.0,14247.26953125
san marcos,1.0,8.0,3404.0,12011008.0,19251.28515625
san marcos,1.0,12.0,3405.0,12012012.0,2553.361572265625
san marcos,1.0,12.0,3406.0,12012012.0,5828.44921875
san marcos,1.0,12.0,3407.0,12012012.0,4002.448974609375
san marcos,1.0,12.0,3408.0,12012012.0,6859.7998046875
san marcos,1.0,12.0,3409.0,12012012.0,8356.6005859375
san marcos,1.0,12.0,3410.0,12012012.0,3821.63818359375
san marcos,1.0,12.0,3411.0,12012012.0,9454.369140625
san marcos,1.0,12.0,3412.0,12012012.0,10676.21875
san marcos,1.0,17.0,3413.0,12012017.0,4157.02197265625
san marcos,1.0,17.0,3414.0,12012017.0,6202.02001953125
san marcos,1.0,17.0,3415.0,12012017.0,4172.0439453125
san marcos,1.0,17.0,3416.0,12012017.0,7378.265625
san marcos,1.0,17.0,3417.0,12012017.0,2180.760986328125
san marcos,1.0,17.0,3418.0,12012017.0,4414.45556640625
san marcos,1.0,17.0,3419.0,12012017.0,9562.6328125
san marcos,1.0,17.0,3420.0,12012017.0,6366.29296875
san marcos,1.0,17.0,3421.0,12012017.0,8743.009765625
san marcos,1.0,17.0,3422.0,12012017.0,2569.298828125
san marcos,1.0,17.0,3423.0,12012017.0,3165.98291015625
san marcos,1.0,17.0,3424.0,12012017.0,3275.372314453125
san marcos,1.0,17.0,3425.0,12012017.0,15550.0166015625
san marcos,2.0,7.0,3426.0,12021007.0,3586.486083984375
san marcos,2.0,7.0,3427.0,12021007.0,4165.19970703125
san marcos,2.0,7.0,3428.0,12021007.0,6035.37939453125
san marcos,2.0,7.0,3429.0,12021007.0,7969.4384765625
san marcos,2.0,7.0,3430.0,12021007.0,23091.15625
san marcos,2.0,18.0,3431.0,12022018.0,10540.5947265625
san marcos,2.0,18.0,3432.0,12022018.0,4270.7978515625
san marcos,2.0,18.0,3433.0,12022018.0,2262.254150390625
san marcos,2.0,18.0,3434.0,12022018.0,8911.5263671875
san marcos,2.0,18.0,3435.0,12022018.0,5348.1728515625
san marcos,2.0,18.0,3436.0,12022018.0,1633.34033203125
san marcos,2.0,18.0,3437.0,12022018.0,2419.74755859375
san marcos,2.0,18.0,3438.0,12022018.0,3059.10107421875
san marcos,2.0,18.0,3439.0,12022018.0,1860.415283203125
san marcos,2.0,18.0,3440.0,12022018.0,1543.98876953125
san marcos,2.0,18.0,3441.0,12022018.0,2805.214599609375
san marcos,2.0,18.0,3442.0,12022018.0,3368.957275390625
san marcos,2.0,48.0,3443.0,12022048.0,15031.8466796875
san marcos,2.0,48.0,3444.0,12022048.0,2435.329345703125
san marcos,2.0,48.0,3445.0,12022048.0,1338.3336181640625
san marcos,2.0,48.0,3446.0,12022048.0,2029.08251953125
san marcos,2.0,48.0,3447.0,12022048.0,1093.729736328125
san marcos,2.0,48.0,3448.0,12022048.0,2006.9429931640625
san marcos,2.0,48.0,3449.0,12022048.0,1683.469482421875
san marcos,2.0,48.0,3450.0,12022048.0,3314.9619140625
san marcos,2.0,48.0,3451.0,12022048.0,1493.81640625
san marcos,2.0,48.0,3452.0,12022048.0,1897.446533203125
san marcos,2.0,48.0,3453.0,12022048.0,2647.7265625
san marcos,2.0,53.0,3454.0,12022053.0,4391.7275390625
san marcos,2.0,53.0,3455.0,12022053.0,3057.796630859375
san marcos,2.0,53.0,3456.0,12022053.0,1727.5477294921875
san marcos,2.0,53.0,3457.0,12022053.0,2015.5057373046875
san marcos,2.0,53.0,3458.0,12022053.0,3664.859130859375
san marcos,2.0,53.0,3459.0,12022053.0,4243.5380859375
san marcos,2.0,60.0,3460.0,12022060.0,8687.5478515625
san marcos,2.0,60.0,3461.0,12022060.0,3965.36669921875
san marcos,2.0,60.0,3462.0,12022060.0,2897.551025390625
san marcos,2.0,60.0,3463.0,12022060.0,5613.17529296875
san marcos,2.0,60.0,3464.0,12022060.0,2223.755859375
san marcos,2.0,60.0,3465.0,12022060.0,8631.072265625
san marcos,2.0,60.0,3466.0,12022060.0,3075.626220703125
san marcos,2.0,60.0,3467.0,12022060.0,4599.0224609375
san marcos,2.0,60.0,3468.0,12022060.0,4104.11181640625
san marcos,2.0,60.0,3469.0,12022060.0,3158.3837890625
san marcos,3.0,4.0,3470.0,12032004.0,2988.915283203125
san marcos,3.0,4.0,3471.0,12032004.0,4574.62109375
san marcos,3.0,4.0,3472.0,12032004.0,5435.75146484375
san marcos,3.0,4.0,3473.0,12032004.0,13016.3046875
san marcos,3.0,4.0,3474.0,12032004.0,4711.93359375
san marcos,3.0,4.0,3475.0,12032004.0,4051.14208984375
san marcos,3.0,4.0,3476.0,12032004.0,2698.9130859375
san marcos,3.0,4.0,3477.0,12032004.0,9331.8349609375
san marcos,3.0,4.0,3478.0,12032004.0,4537.16796875
san marcos,3.0,4.0,3479.0,12032004.0,6226.138671875
san marcos,3.0,4.0,3480.0,12032004.0,3609.061279296875
san marcos,3.0,4.0,3481.0,12032004.0,6658.46142578125
san marcos,4.0,34.0,3482.0,12042034.0,1865.955810546875
san marcos,4.0,34.0,3483.0,12042034.0,4176.3330078125
san marcos,4.0,34.0,3484.0,12042034.0,1964.497314453125
san marcos,4.0,34.0,3485.0,12042034.0,10372.255859375
san marcos,4.0,34.0,3486.0,12042034.0,1127.405517578125
san marcos,4.0,34.0,3487.0,12042034.0,2224.031982421875
san marcos,4.0,34.0,3488.0,12042034.0,2999.337890625
san marcos,4.0,34.0,3489.0,12042034.0,1145.8404541015625
san marcos,4.0,34.0,3490.0,12042034.0,2725.827392578125
san marcos,5.0,17.0,3491.0,12052017.0,3470.95166015625
san marcos,5.0,17.0,3492.0,12052017.0,2124.743408203125
san marcos,5.0,17.0,3493.0,12052017.0,6498.57861328125
san marcos,5.0,17.0,3494.0,12052017.0,2368.023193359375
san marcos,5.0,17.0,3495.0,12052017.0,2080.536865234375
san marcos,5.0,17.0,3496.0,12052017.0,2610.1845703125
san marcos,5.0,17.0,3497.0,12052017.0,3999.1357421875
san marcos,6.0,6.0,3498.0,12062006.0,2198.962646484375
san marcos,6.0,6.0,3499.0,12062006.0,2182.2666015625
san marcos,6.0,6.0,3500.0,12062006.0,1028.8934326171875
san marcos,6.0,6.0,3501.0,12062006.0,3805.3759765625
san marcos,6.0,6.0,3502.0,12062006.0,1276.1588134765625
san marcos,6.0,6.0,3503.0,12062006.0,1211.033935546875
san marcos,6.0,6.0,3504.0,12062006.0,3181.7783203125
san marcos,6.0,6.0,3505.0,12062006.0,1569.390869140625
san marcos,6.0,27.0,3506.0,12062027.0,1675.8212890625
san marcos,6.0,27.0,3507.0,12062027.0,7901.880859375
san marcos,6.0,27.0,3508.0,12062027.0,2571.62060546875
san marcos,6.0,27.0,3509.0,12062027.0,3148.684814453125
san marcos,6.0,27.0,3510.0,12062027.0,2458.07861328125
san marcos,6.0,27.0,3511.0,12062027.0,5679.5654296875
san marcos,6.0,27.0,3512.0,12062027.0,2998.99609375
san marcos,6.0,32.0,3513.0,12062032.0,975.6463623046875
san marcos,6.0,32.0,3514.0,12062032.0,3966.843017578125
san marcos,6.0,32.0,3515.0,12062032.0,2340.7275390625
san marcos,6.0,32.0,3516.0,12062032.0,1962.37548828125
san marcos,6.0,32.0,3517.0,12062032.0,1225.572265625
san marcos,6.0,32.0,3518.0,12062032.0,10341.1650390625
san marcos,6.0,32.0,3519.0,12062032.0,1019.957763671875
san marcos,6.0,32.0,3520.0,12062032.0,1192.6590576171875
san marcos,6.0,43.0,3521.0,12062043.0,2641.655029296875
san marcos,6.0,43.0,3522.0,12062043.0,1625.5831298828125
san marcos,6.0,43.0,3523.0,12062043.0,1664.202392578125
san marcos,6.0,43.0,3524.0,12062043.0,761.7640380859375
san marcos,6.0,43.0,3525.0,12062043.0,881.9034423828125
san marcos,6.0,43.0,3526.0,12062043.0,1301.3966064453125
san marcos,6.0,43.0,3527.0,12062043.0,1979.33642578125
san marcos,6.0,43.0,3528.0,12062043.0,1436.0677490234375
san marcos,6.0,43.0,3529.0,12062043.0,1366.081298828125
san marcos,7.0,17.0,3530.0,12072017.0,3641.924560546875
san marcos,7.0,17.0,3531.0,12072017.0,6767.53857421875
san marcos,7.0,17.0,3532.0,12072017.0,2902.30859375
san marcos,7.0,17.0,3533.0,12072017.0,934.1248779296875
san marcos,7.0,17.0,3534.0,12072017.0,2583.140625
san marcos,7.0,17.0,3535.0,12072017.0,1084.626708984375
san marcos,7.0,17.0,3536.0,12072017.0,5152.71728515625
san marcos,7.0,17.0,3537.0,12072017.0,2071.214111328125
san marcos,7.0,17.0,3538.0,12072017.0,5801.04150390625
san marcos,7.0,17.0,3539.0,12072017.0,2862.358154296875
san marcos,7.0,17.0,3540.0,12072017.0,2025.6634521484375
san marcos,7.0,17.0,3541.0,12072017.0,2524.66162109375
san marcos,7.0,24.0,3542.0,12072024.0,2393.147216796875
san marcos,7.0,24.0,3543.0,12072024.0,903.8324584960938
san marcos,7.0,24.0,3544.0,12072024.0,936.8417358398438
san marcos,7.0,24.0,3545.0,12072024.0,3759.48291015625
san marcos,7.0,24.0,3546.0,12072024.0,1087.501220703125
san marcos,7.0,24.0,3547.0,12072024.0,4285.03173828125
san marcos,7.0,24.0,3548.0,12072024.0,4825.279296875
san marcos,7.0,24.0,3549.0,12072024.0,2823.680419921875
san marcos,7.0,24.0,3550.0,12072024.0,2405.908935546875
san marcos,7.0,24.0,3551.0,12072024.0,1721.6895751953125
san marcos,7.0,24.0,3552.0,12072024.0,1941.570556640625
san marcos,7.0,24.0,3553.0,12072024.0,1562.1748046875
san marcos,7.0,24.0,3554.0,12072024.0,1932.049560546875
san marcos,7.0,29.0,3555.0,12072029.0,2375.5283203125
san marcos,7.0,29.0,3556.0,12072029.0,2093.693359375
san marcos,7.0,29.0,3557.0,12072029.0,1616.6160888671875
san marcos,7.0,29.0,3558.0,12072029.0,3139.214111328125
san marcos,7.0,29.0,3559.0,12072029.0,2262.309326171875
san marcos,7.0,29.0,3560.0,12072029.0,3365.923828125
san marcos,7.0,29.0,3561.0,12072029.0,3570.259521484375
san marcos,7.0,29.0,3562.0,12072029.0,1714.3819580078125
san marcos,7.0,29.0,3563.0,12072029.0,1715.4561767578125
san marcos,7.0,29.0,3564.0,12072029.0,1211.4757080078125
san marcos,7.0,69.0,3565.0,12072069.0,4524.6220703125
san marcos,7.0,69.0,3566.0,12072069.0,2364.40185546875
san marcos,7.0,69.0,3567.0,12072069.0,3730.583984375
san marcos,7.0,69.0,3568.0,12072069.0,4089.71435546875
san marcos,7.0,69.0,3569.0,12072069.0,1637.9600830078125
san marcos,7.0,69.0,3570.0,12072069.0,2436.6083984375
san marcos,7.0,69.0,3571.0,12072069.0,4107.46044921875
san marcos,7.0,69.0,3572.0,12072069.0,2800.058837890625
san marcos,7.0,69.0,3573.0,12072069.0,3491.171142578125
san marcos,7.0,69.0,3574.0,12072069.0,1830.354736328125
san marcos,9.0,16.0,3575.0,12092016.0,4320.970703125
san marcos,9.0,16.0,3576.0,12092016.0,3434.094482421875
san marcos,9.0,16.0,3577.0,12092016.0,3231.298583984375
san marcos,9.0,16.0,3578.0,12092016.0,1505.864501953125
san marcos,9.0,16.0,3579.0,12092016.0,1195.2835693359375
san marcos,9.0,16.0,3580.0,12092016.0,1214.9375
san marcos,9.0,16.0,3581.0,12092016.0,1640.992431640625
san marcos,9.0,16.0,3582.0,12092016.0,2163.443115234375
san marcos,9.0,16.0,3583.0,12092016.0,1291.182861328125
san marcos,10.0,2.0,3584.0,12101002.0,5585.15234375
san marcos,10.0,2.0,3585.0,12101002.0,3579.89208984375
san marcos,10.0,2.0,3586.0,12101002.0,7203.3369140625
san marcos,10.0,2.0,3587.0,12101002.0,15080.0126953125
san marcos,10.0,2.0,3588.0,12101002.0,4135.984375
san marcos,10.0,2.0,3589.0,12101002.0,13940.8125
san marcos,10.0,2.0,3590.0,12101002.0,17362.251953125
san marcos,10.0,2.0,3591.0,12101002.0,7397.95068359375
san marcos,10.0,2.0,3592.0,12101002.0,10861.6591796875
san marcos,10.0,2.0,3593.0,12101002.0,2314.275634765625
san marcos,10.0,2.0,3594.0,12101002.0,3126.931884765625
san marcos,10.0,2.0,3595.0,12101002.0,2753.78955078125
san marcos,10.0,2.0,3596.0,12101002.0,7651.3974609375
san marcos,10.0,2.0,3597.0,12101002.0,3434.1640625
san marcos,10.0,2.0,3598.0,12101002.0,7567.30322265625
san marcos,10.0,19.0,3599.0,12102019.0,3261.384033203125
san marcos,10.0,19.0,3600.0,12102019.0,2795.345703125
san marcos,10.0,19.0,3601.0,12102019.0,2586.34521484375
san marcos,10.0,19.0,3602.0,12102019.0,3316.04345703125
san marcos,10.0,19.0,3603.0,12102019.0,2272.409912109375
san marcos,10.0,19.0,3604.0,12102019.0,4819.7041015625
san marcos,10.0,19.0,3605.0,12102019.0,5469.380859375
san marcos,10.0,19.0,3606.0,12102019.0,4544.1171875
san marcos,11.0,11.0,3607.0,12112011.0,1267.68115234375
san marcos,11.0,11.0,3608.0,12112011.0,2976.79736328125
san marcos,11.0,11.0,3609.0,12112011.0,5461.76025390625
san marcos,11.0,11.0,3610.0,12112011.0,2075.79638671875
san marcos,11.0,11.0,3611.0,12112011.0,1733.701171875
san marcos,11.0,11.0,3612.0,12112011.0,3226.114013671875
san marcos,11.0,11.0,3613.0,12112011.0,2480.544677734375
san marcos,11.0,11.0,3614.0,12112011.0,5778.4765625
san marcos,11.0,11.0,3615.0,12112011.0,3893.0234375
san marcos,11.0,11.0,3616.0,12112011.0,6898.79248046875
san marcos,14.0,5.0,3617.0,12142005.0,4149.86865234375
san marcos,14.0,5.0,3618.0,12142005.0,1923.237548828125
san marcos,14.0,5.0,3619.0,12142005.0,1648.89697265625
san marcos,14.0,5.0,3620.0,12142005.0,2902.068603515625
san marcos,14.0,5.0,3621.0,12142005.0,2604.897216796875
san marcos,14.0,5.0,3622.0,12142005.0,3437.502685546875
san marcos,14.0,5.0,3623.0,12142005.0,1839.5186767578125
san marcos,14.0,5.0,3624.0,12142005.0,1869.328857421875
san marcos,14.0,5.0,3625.0,12142005.0,1296.965087890625
san marcos,14.0,5.0,3626.0,12142005.0,3274.159912109375
san marcos,14.0,5.0,3627.0,12142005.0,1693.4405517578125
san marcos,14.0,15.0,3628.0,12142015.0,2759.34228515625
san marcos,14.0,15.0,3629.0,12142015.0,1660.9002685546875
san marcos,14.0,15.0,3630.0,12142015.0,1097.4783935546875
san marcos,14.0,15.0,3631.0,12142015.0,3383.15234375
san marcos,14.0,15.0,3632.0,12142015.0,2527.217529296875
san marcos,14.0,15.0,3633.0,12142015.0,7308.140625
san marcos,14.0,15.0,3634.0,12142015.0,3918.440673828125
san marcos,14.0,15.0,3635.0,12142015.0,2264.55615234375
san marcos,14.0,15.0,3636.0,12142015.0,3108.939453125
san marcos,14.0,15.0,3637.0,12142015.0,2259.66796875
san marcos,15.0,15.0,3638.0,12152015.0,2991.325927734375
san marcos,15.0,15.0,3639.0,12152015.0,9463.6103515625
san marcos,15.0,15.0,3640.0,12152015.0,2611.402587890625
san marcos,15.0,15.0,3641.0,12152015.0,5748.70166015625
san marcos,15.0,15.0,3642.0,12152015.0,1752.2655029296875
san marcos,15.0,15.0,3643.0,12152015.0,2570.493408203125
san marcos,16.0,3.0,3644.0,12162003.0,3191.891357421875
san marcos,16.0,3.0,3645.0,12162003.0,3487.82861328125
san marcos,16.0,3.0,3646.0,12162003.0,5366.80224609375
san marcos,16.0,3.0,3647.0,12162003.0,5453.203125
san marcos,16.0,3.0,3648.0,12162003.0,3446.356201171875
san marcos,16.0,3.0,3649.0,12162003.0,5474.7880859375
san marcos,16.0,3.0,3650.0,12162003.0,3087.08154296875
san marcos,16.0,3.0,3651.0,12162003.0,3116.943603515625
san marcos,16.0,3.0,3652.0,12162003.0,3045.341552734375
san marcos,17.0,9.0,3653.0,12172009.0,11292.427734375
san marcos,17.0,9.0,3654.0,12172009.0,12956.7138671875
san marcos,17.0,9.0,3655.0,12172009.0,8712.23828125
san marcos,17.0,9.0,3656.0,12172009.0,7714.1630859375
san marcos,17.0,9.0,3657.0,12172009.0,8804.078125
san marcos,17.0,9.0,3658.0,12172009.0,14001.685546875
san marcos,17.0,9.0,3659.0,12172009.0,6914.29638671875
san marcos,17.0,9.0,3660.0,12172009.0,6305.99072265625
san marcos,17.0,9.0,3661.0,12172009.0,6345.4541015625
san marcos,17.0,9.0,3662.0,12172009.0,8995.6298828125
san marcos,17.0,9.0,3663.0,12172009.0,8112.9833984375
san marcos,18.0,10.0,3664.0,12182010.0,5550.57666015625
san marcos,18.0,10.0,3665.0,12182010.0,2546.447509765625
san marcos,18.0,10.0,3666.0,12182010.0,11787.7197265625
san marcos,18.0,10.0,3667.0,12182010.0,3491.61083984375
san marcos,18.0,10.0,3668.0,12182010.0,3078.033935546875
san marcos,18.0,10.0,3669.0,12182010.0,9436.8056640625
san marcos,18.0,10.0,3670.0,12182010.0,3382.56787109375
san marcos,18.0,10.0,3671.0,12182010.0,4330.412109375
san marcos,18.0,10.0,3672.0,12182010.0,3888.9912109375
san marcos,18.0,19.0,3673.0,12182019.0,4639.61279296875
san marcos,18.0,19.0,3674.0,12182019.0,3051.5166015625
san marcos,18.0,19.0,3675.0,12182019.0,10325.6015625
san marcos,18.0,19.0,3676.0,12182019.0,9599.7119140625
san marcos,18.0,19.0,3677.0,12182019.0,4706.07373046875
san marcos,18.0,19.0,3678.0,12182019.0,4107.91015625
san marcos,18.0,19.0,3679.0,12182019.0,5990.5986328125
san marcos,18.0,19.0,3680.0,12182019.0,5458.80859375
san marcos,28.0,2.0,3681.0,12282002.0,10136.95703125
san marcos,28.0,2.0,3682.0,12282002.0,5187.34423828125
san marcos,28.0,2.0,3683.0,12282002.0,5130.5244140625
san marcos,28.0,2.0,3684.0,12282002.0,5366.486328125
san marcos,28.0,2.0,3685.0,12282002.0,7726.60791015625
san marcos,28.0,2.0,3686.0,12282002.0,17463.5859375
san marcos,28.0,2.0,3687.0,12282002.0,9403.9453125
san marcos,28.0,2.0,3688.0,12282002.0,5463.07177734375
san marcos,28.0,2.0,3689.0,12282002.0,3561.431884765625
san marcos,28.0,2.0,3690.0,12282002.0,7635.05615234375
huehuetenango,1.0,4.0,3691.0,13011004.0,9702.041015625
huehuetenango,1.0,4.0,3692.0,13011004.0,10749.76953125
huehuetenango,1.0,4.0,3693.0,13011004.0,8438.697265625
huehuetenango,1.0,4.0,3694.0,13011004.0,8413.2548828125
huehuetenango,1.0,4.0,3695.0,13011004.0,23946.978515625
huehuetenango,1.0,4.0,3696.0,13011004.0,8169.0556640625
huehuetenango,1.0,8.0,3697.0,13011008.0,12578.8984375
huehuetenango,1.0,8.0,3698.0,13011008.0,14631.82421875
huehuetenango,1.0,8.0,3699.0,13011008.0,7199.83056640625
huehuetenango,1.0,8.0,3700.0,13011008.0,9161.482421875
huehuetenango,1.0,8.0,3701.0,13011008.0,7045.603515625
huehuetenango,1.0,8.0,3702.0,13011008.0,6759.39501953125
huehuetenango,1.0,8.0,3703.0,13011008.0,19724.021484375
huehuetenango,1.0,9.0,3704.0,13011009.0,10088.7158203125
huehuetenango,1.0,9.0,3705.0,13011009.0,12266.0537109375
huehuetenango,1.0,9.0,3706.0,13011009.0,12800.6689453125
huehuetenango,1.0,9.0,3707.0,13011009.0,4302.228515625
huehuetenango,1.0,9.0,3708.0,13011009.0,6443.0927734375
huehuetenango,1.0,9.0,3709.0,13011009.0,21624.341796875
huehuetenango,1.0,9.0,3710.0,13011009.0,9338.9384765625
huehuetenango,1.0,9.0,3711.0,13011009.0,4836.447265625
huehuetenango,1.0,11.0,3712.0,13011011.0,20764.671875
huehuetenango,1.0,11.0,3713.0,13011011.0,18921.525390625
huehuetenango,1.0,11.0,3714.0,13011011.0,18375.2734375
huehuetenango,1.0,11.0,3715.0,13011011.0,6509.85791015625
huehuetenango,1.0,11.0,3716.0,13011011.0,25195.240234375
huehuetenango,1.0,11.0,3717.0,13011011.0,9688.6953125
