hhid,batteries_cooking,batteries_home_business,batteries_household,batteries_other,candles_cooking,candles_home_business,candles_household,candles_other,charcoal_cooking,charcoal_home_business,charcoal_household,charcoal_other,electricity_cooking,electricity_home_business,electricity_household,electricity_other,kerosene_cooking,kerosene_home_business,kerosene_household,kerosene_other,other_energy_cooking,other_energy_home_business,other_energy_household,other_energy_other,propane_gas_cooking,propane_gas_home_business,propane_gas_household,propane_gas_other
5311,si,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5312,si,no,no,missing,si,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5313,si,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5314,si,no,si,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5315,no,no,si,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5316,si,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5317,si,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,si,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5318,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,si,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5319,si,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,si,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5320,si,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,si,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5321,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5322,si,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5323,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,si,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5324,si,no,si,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,si,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5325,si,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5326,si,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5327,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5328,si,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5329,si,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5330,no,no,si,missing,si,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5331,si,no,si,missing,si,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5332,no,no,si,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5333,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5334,missing,missing,missing,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
5335,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,0.0,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
5336,no,no,si,missing,no,no,si,missing,missing,missing,missing,missing,no,no,si,0.0,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
5337,no,no,si,missing,no,no,si,missing,missing,missing,missing,missing,no,no,si,0.0,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
5338,si,no,si,missing,si,no,si,missing,missing,missing,missing,missing,no,no,si,0.0,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
5339,si,no,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,0.0,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
5340,si,no,si,missing,missing,missing,missing,missing,no,no,si,0.0,no,no,si,0.0,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
5341,no,no,si,missing,si,no,no,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
5342,no,no,si,missing,missing,missing,missing,missing,no,no,si,0.0,no,no,si,0.0,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
5343,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,0.0,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
5344,no,no,si,missing,missing,missing,missing,missing,no,no,si,0.0,no,no,si,0.0,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
5345,missing,missing,missing,missing,no,no,si,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
5346,missing,missing,missing,missing,no,no,si,missing,missing,missing,missing,missing,no,si,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
5347,si,no,si,missing,no,no,si,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
5348,missing,missing,missing,missing,no,no,si,missing,no,no,si,no,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
5349,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
5350,no,no,si,missing,si,no,si,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
5351,missing,missing,missing,missing,si,no,si,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
5352,missing,missing,missing,missing,si,no,si,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
5353,missing,missing,missing,missing,no,no,si,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
5354,missing,missing,missing,missing,no,no,si,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
5355,missing,missing,missing,missing,no,no,si,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
5356,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
5357,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing
5358,missing,missing,missing,missing,no,no,si,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
5359,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
5360,missing,missing,missing,missing,si,no,no,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
5361,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
5362,no,no,si,missing,si,no,no,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
5363,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5364,missing,missing,missing,missing,no,no,si,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
5365,no,no,si,missing,no,no,si,missing,missing,missing,missing,missing,no,no,si,no,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5366,missing,missing,missing,missing,no,no,si,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
5367,no,no,si,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5368,si,no,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5369,missing,missing,missing,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5370,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5371,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5372,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5373,missing,missing,missing,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5374,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5375,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5376,missing,missing,missing,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5377,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,no,si,missing,missing,missing,missing
5378,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
5379,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
5380,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
5381,missing,missing,missing,missing,si,no,no,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
5382,si,no,si,missing,si,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
5383,si,no,si,missing,si,no,si,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
5384,missing,missing,missing,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing
5385,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
5386,si,no,si,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5387,missing,missing,missing,missing,si,no,no,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
5388,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
5389,si,no,no,missing,si,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
5390,si,no,no,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5391,si,no,no,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5392,si,no,si,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5393,missing,missing,missing,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5394,missing,missing,missing,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
5395,missing,missing,missing,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5396,missing,missing,missing,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5397,si,no,no,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5398,missing,missing,missing,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5399,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5400,missing,missing,missing,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5401,si,no,no,missing,no,si,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
5402,missing,missing,missing,missing,no,no,si,missing,missing,missing,missing,missing,no,si,si,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
5403,missing,missing,missing,missing,no,no,si,missing,missing,missing,missing,missing,no,si,si,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
5404,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5405,no,no,si,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5406,missing,missing,missing,missing,si,no,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5407,missing,missing,missing,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5408,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5409,no,no,si,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5410,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
5411,si,no,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5412,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5413,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
5414,missing,missing,missing,missing,no,no,si,missing,missing,missing,missing,missing,0.0,0.0,si,0.0,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
5415,si,no,no,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5416,missing,missing,missing,missing,si,no,no,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
5417,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
5418,si,no,no,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5419,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
5420,si,no,no,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5421,si,no,no,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5422,si,no,si,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5423,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,si,no,no,no,missing,missing,missing,missing,missing,missing,missing,missing
5424,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
5425,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,si,si,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
5426,si,no,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5427,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
5428,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
5429,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
5430,si,no,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5431,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5432,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5433,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5434,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
5435,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
5436,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5437,si,no,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,si,si,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
5438,missing,missing,missing,missing,no,no,si,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
5439,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
5440,si,no,si,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,si,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5441,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
5442,si,no,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5443,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
5444,no,no,si,missing,si,no,si,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
5445,si,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5446,no,no,si,missing,missing,missing,missing,missing,si,no,no,no,no,si,si,no,missing,missing,missing,missing,missing,missing,missing,missing,si,no,si,missing
5447,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
5448,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
5449,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
5450,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
5451,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,si,si,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
5452,missing,missing,missing,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5453,missing,missing,missing,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5454,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
5455,missing,missing,missing,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5456,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
5457,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
5458,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,si,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
5459,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5460,si,no,no,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5461,si,no,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5462,si,no,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5463,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5464,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5465,si,no,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5466,missing,missing,missing,missing,si,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,no,no,si,no,missing,missing,missing,missing
5467,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5468,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5469,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,no,no,si,no,missing,missing,missing,missing
5470,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5471,no,no,si,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5472,no,no,si,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
5473,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5474,si,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5475,missing,missing,missing,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5476,si,no,si,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,si,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5477,si,no,si,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,si,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5478,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5479,si,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5480,si,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5481,no,no,si,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5482,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5483,si,no,si,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,si,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
